INDICE;NOME;COMENTARIO;ICONE;ALTITUDE;DATA;ANGULO;DISPLAY;ZONA;Y;X;TIPO;LOCAL;DIMENSAO;TESTE
226;226;29/6/2011;101;431,99487;30/12/1989 21:00:00;0;0;21K;7540047,313;722789,817;6;TERRENO;M;2
227;227;29/6/2011;101;422,14136;30/12/1989 21:00:00;0;0;21K;7539848,03;722830,822;6;TERRENO;M;2
228;228;29/6/2011;101;423,10278;30/12/1989 21:00:00;0;0;21K;7539759,16;722675,304;6;TERRENO;M;2
229;229;29/6/2011;101;421,42041;30/12/1989 21:00:00;0;0;21K;7539650,931;722665,479;6;TERRENO;P;1
230;230;29/6/2011;101;423,58337;30/12/1989 21:00:00;0;0;21K;7539956,928;722260,471;1;APP;EG;4
232;232;29/6/2011;101;432,95618;30/12/1989 21:00:00;0;0;21K;7540596,097;721716,102;2;RUA;P;1
234;234;29/6/2011;101;431,03357;30/12/1989 21:00:00;0;0;21K;7540397,293;721636,129;6;LIMITEUR;G;3
235;235;29/6/2011;101;434,63855;30/12/1989 21:00:00;0;0;21K;7539955,664;721920,066;6;CALCADA;P;1
237;237;29/6/2011;101;430,07227;30/12/1989 21:00:00;0;0;21K;7540317,376;721810,339;6;TERRENO;P;1
238;238;29/6/2011;101;426,70764;30/12/1989 21:00:00;0;0;21K;7540272,995;721936,516;6;TERRENO;M;2
240;240;29/6/2011;101;428,63037;30/12/1989 21:00:00;0;0;21K;7540428,744;721766,514;6;CALCADA;P;1
241;241;29/6/2011;101;429,83191;30/12/1989 21:00:00;0;0;21K;7540411,071;721917,734;6;CALCADA;M;2
242;242;29/6/2011;101;426,948;30/12/1989 21:00:00;0;0;21K;7540304,008;722075,997;3;CALCADA;P;1
243;243;29/6/2011;101;427,90918;30/12/1989 21:00:00;0;0;21K;7540246,221;722098,876;3;TERRENO;P;1
244;244;29/6/2011;101;427,90918;30/12/1989 21:00:00;0;0;21K;7540261,473;722166,206;3;CALCADA;M;2
245;245;29/6/2011;101;427,66895;30/12/1989 21:00:00;0;0;21K;7540233,968;722106,473;3;CALCADA;P;1
246;246;29/6/2011;101;431,03357;30/12/1989 21:00:00;0;0;21K;7539890,283;722007,502;6;TERRENO;M;2
247;247;29/6/2011;101;433,91748;30/12/1989 21:00:00;0;0;21K;7539844,1;721941,766;6;RUA;M;2
248;248;29/6/2011;101;430,79333;30/12/1989 21:00:00;0;0;21K;7539839,897;721830,564;1;LIMITEUR;EG;4
250;250;29/6/2011;101;438,24341;30/12/1989 21:00:00;0;0;21K;7539633,793;721812,836;3;LIMITEUR;EG;4
252;252;29/6/2011;101;435,59973;30/12/1989 21:00:00;0;0;21K;7539352,85;721741,345;3;LIMITEUR;EG;4
253;253;29/6/2011;101;433,43689;30/12/1989 21:00:00;0;0;21K;7539180,04;721720,4;3;LIMITEUR;G;3
254;254;29/6/2011;101;431,27393;30/12/1989 21:00:00;0;0;21K;7539241,373;722072,853;6;CALCADA;M;2
255;255;29/6/2011;101;435,11914;30/12/1989 21:00:00;0;0;21K;7539386,341;722006,235;6;TERRENO;M;2
256;256;29/6/2011;101;434,39819;30/12/1989 21:00:00;0;0;21K;7539312,742;722106,127;6;TERRENO;M;2
257;257;29/6/2011;101;431,27393;30/12/1989 21:00:00;0;0;21K;7539467,551;722082,037;6;CALCADA;P;1
258;258;29/6/2011;101;430,55298;30/12/1989 21:00:00;0;0;21K;7539424,402;722236,143;6;TERRENO;M;2
260;260;29/6/2011;101;430,79333;30/12/1989 21:00:00;0;0;21K;7539336,592;722338,32;4;TERRENO;P;1
261;261;29/6/2011;101;430,55298;30/12/1989 21:00:00;0;0;21K;7539218,312;722461,749;6;TERRENO;P;1
262;262;29/6/2011;101;427,42859;30/12/1989 21:00:00;0;0;21K;7539198,927;722530,689;6;TERRENO;G;3
263;263;29/6/2011;101;426,70764;30/12/1989 21:00:00;0;0;21K;7539288,048;722533,983;6;TERRENO;P;1
264;264;29/6/2011;101;431,99487;30/12/1989 21:00:00;0;0;21K;7539459,929;722328,366;2;CALCADA;M;2
266;266;29/6/2011;101;436,56116;30/12/1989 21:00:00;0;0;21K;7539768,955;722005,447;2;TERRENO;M;2
267;267;29/6/2011;101;428,39001;30/12/1989 21:00:00;0;0;21K;7539570,396;722330,312;3;TERRENO;M;2
269;269;29/6/2011;101;421,90112;30/12/1989 21:00:00;0;0;21K;7539337,76;722686,033;6;CALCADA;P;1
270;270;29/6/2011;101;419,97852;30/12/1989 21:00:00;0;0;21K;7539705,836;723181,103;6;CALCADA;M;2
271;271;29/6/2011;101;418,5365;30/12/1989 21:00:00;0;0;21K;7539861,01;723003,669;6;TERRENO;M;2
272;272;29/6/2011;101;419,25757;30/12/1989 21:00:00;0;0;21K;7539805,592;722974,983;3;TERRENO;P;1
273;273;29/6/2011;101;417,5752;30/12/1989 21:00:00;0;0;21K;7539672,592;723104,226;6;LIMITEUR;M;2
274;274;29/6/2011;101;412,04773;30/12/1989 21:00:00;0;0;21K;7539574,606;723233,189;6;LIMITEUR;M;2
275;275;29/6/2011;101;410,60559;30/12/1989 21:00:00;0;0;21K;7539603,303;723250,766;6;LIMITEUR;M;2
276;276;29/6/2011;101;420,69946;30/12/1989 21:00:00;0;0;21K;7539895,488;723370,118;1;TERRENO;EG;4
277;277;29/6/2011;101;417,33496;30/12/1989 21:00:00;0;0;21K;7539966,784;723268,241;3;TERRENO;G;3
278;278;29/6/2011;101;417,33496;30/12/1989 21:00:00;0;0;21K;7539730,412;723038,227;6;TERRENO;M;2
279;279;29/6/2011;101;410,84595;30/12/1989 21:00:00;0;0;21K;7539717,929;722955,405;2;TERRENO;M;2
282;282;29/6/2011;101;413,00903;30/12/1989 21:00:00;0;0;21K;7539641,254;722960,87;2;LIMITEUR;EG;4
283;283;29/6/2011;101;419,4978;30/12/1989 21:00:00;0;0;21K;7539506,02;722835,16;6;LIMITEUR;EG;4
284;284;29/6/2011;101;413,97034;30/12/1989 21:00:00;0;0;21K;7539620,126;723634,661;1;APP;M;2
285;285;29/6/2011;101;412,04773;30/12/1989 21:00:00;0;0;21K;7539631,293;723681,411;6;APP;M;2
286;286;29/6/2011;101;407,96204;30/12/1989 21:00:00;0;0;21K;7538796,025;724181,431;5;TERRENO;P;1
287;287;29/6/2011;101;392,82141;30/12/1989 21:00:00;0;0;21K;7538671,359;724140,857;6;CALCADA;G;3
288;288;29/6/2011;101;383,20837;30/12/1989 21:00:00;0;0;21K;7537009,823;725355,211;3;CALCADA;P;1
289;289;29/6/2011;101;401,71362;30/12/1989 21:00:00;0;0;21K;7537139,58;726108,807;3;TERRENO;P;1
290;290;29/6/2011;101;408,44275;30/12/1989 21:00:00;0;0;21K;7537089,172;725652,805;6;TERRENO;M;2
291;291;29/6/2011;101;397,62805;30/12/1989 21:00:00;0;0;21K;7537110,606;725259,673;2;CALCADA;P;1
292;292;29/6/2011;101;411,80725;30/12/1989 21:00:00;0;0;21K;7537200,755;725881,625;2;CALCADA;P;1
293;293;29/6/2011;101;411,56702;30/12/1989 21:00:00;0;0;21K;7537200,287;725883,174;3;CALCADA;P;1
294;294;29/6/2011;101;413,72998;30/12/1989 21:00:00;0;0;21K;7537211,971;726066,048;6;TERRENO;P;1
295;295;29/6/2011;101;408,92334;30/12/1989 21:00:00;0;0;21K;7537296,704;726214,47;6;CALCADA;P;1
297;297;29/6/2011;101;415,65259;30/12/1989 21:00:00;0;0;21K;7537271,882;725806,92;6;CALCADA;P;1
298;298;29/6/2011;101;400,75232;30/12/1989 21:00:00;0;0;21K;7537453,091;726123,934;4;TERRENO;M;2
299;299;29/6/2011;101;389,9375;30/12/1989 21:00:00;0;0;21K;7537574,564;725033,802;6;CALCADA;P;1
300;300;29/6/2011;101;407,7218;30/12/1989 21:00:00;0;0;21K;7537653,928;725551,027;6;TERRENO;M;2
302;302;29/6/2011;101;394,74402;30/12/1989 21:00:00;0;0;21K;7537849,085;725176,406;1;TERRENO;G;3
303;303;29/6/2011;101;405,55884;30/12/1989 21:00:00;0;0;21K;7538131,059;725558,051;2;TERRENO;M;2
304;304;29/6/2011;101;404,59753;30/12/1989 21:00:00;0;0;21K;7538441,979;725816,358;6;TERRENO;P;1
305;305;29/6/2011;101;399,3103;30/12/1989 21:00:00;0;0;21K;7538006,503;725917,994;6;CALCADA;P;1
306;306;29/6/2011;101;406,76038;30/12/1989 21:00:00;0;0;21K;7538858,402;725541,37;2;CALCADA;P;1
307;307;29/6/2011;101;404,83777;30/12/1989 21:00:00;0;0;21K;7538927,673;725500,364;5;CALCADA;P;1
308;308;29/6/2011;101;410,84595;30/12/1989 21:00:00;0;0;21K;7538967,599;725857,03;6;CALCADA;P;1
309;309;29/6/2011;101;417,5752;30/12/1989 21:00:00;0;0;21K;7539726,935;725377,539;2;TERRENO;P;1
310;310;29/6/2011;101;424,06396;30/12/1989 21:00:00;0;0;21K;7539745,461;725627,902;2;TERRENO;P;1
312;312;29/6/2011;101;414,69128;30/12/1989 21:00:00;0;0;21K;7539314,901;725730,103;3;CALCADA;M;2
313;313;29/6/2011;101;378,40173;30/12/1989 21:00:00;0;0;21K;7537266,909;724656,573;4;APP;M;2
314;314;29/6/2011;101;383,68896;30/12/1989 21:00:00;0;0;21K;7537753,208;724604,508;5;APP;M;2
315;315;29/6/2011;101;394,74402;30/12/1989 21:00:00;0;0;21K;7537974,132;724517,752;1;CALCADA;M;2
316;316;29/6/2011;101;388,49561;30/12/1989 21:00:00;0;0;21K;7538234,22;724292,111;6;TERRENO;P;1
317;317;29/6/2011;101;405,07813;30/12/1989 21:00:00;0;0;21K;7538425,375;724215,663;1;CALCADA;P;1
318;318;29/6/2011;101;405,79919;30/12/1989 21:00:00;0;0;21K;7538288,524;724197,956;3;CALCADA;P;1
320;320;29/6/2011;101;396,18616;30/12/1989 21:00:00;0;0;21K;7538183,62;725092,214;3;TERRENO;M;2
322;322;29/6/2011;101;407,96204;30/12/1989 21:00:00;0;0;21K;7538565,238;724953,838;1;TERRENO;G;3
323;323;29/6/2011;101;394,50366;30/12/1989 21:00:00;0;0;21K;7538492,23;724655,846;6;CALCADA;M;2
324;324;29/6/2011;101;416,1333;30/12/1989 21:00:00;0;0;21K;7538818,911;724663,482;6;CALCADA;M;2
325;325;29/6/2011;101;397,62805;30/12/1989 21:00:00;0;0;21K;7537025,931;726583,413;6;TERRENO;M;2
326;326;29/6/2011;101;393,54236;30/12/1989 21:00:00;0;0;21K;7537175,087;726436,064;3;CALCADA;P;1
328;328;29/6/2011;101;388,49561;30/12/1989 21:00:00;0;0;21K;7537175,489;726650,502;6;TERRENO;P;1
329;329;29/6/2011;101;394,98438;30/12/1989 21:00:00;0;0;21K;7537341,894;726492,522;6;TERRENO;P;1
330;330;29/6/2011;101;388,73584;30/12/1989 21:00:00;0;0;21K;7537685,59;726738,238;6;TERRENO;G;3
331;331;29/6/2011;101;387,05359;30/12/1989 21:00:00;0;0;21K;7537758,946;726652,21;7;CALCADA;P;1
332;332;29/6/2011;101;388,25525;30/12/1989 21:00:00;0;0;21K;7537808,596;726613,571;3;CALCADA;G;3
333;333;29/6/2011;101;389,21655;30/12/1989 21:00:00;0;0;21K;7537830,483;726602,55;3;APP;M;2
334;334;29/6/2011;101;385,85193;30/12/1989 21:00:00;0;0;21K;7537335,513;727540,671;7;TERRENO;M;2
335;335;29/6/2011;101;381,52612;30/12/1989 21:00:00;0;0;21K;7537258,235;727639,315;3;TERRENO;P;1
336;336;29/6/2011;101;391,86011;30/12/1989 21:00:00;0;0;21K;7537779,529;727470,844;3;TERRENO;P;1
337;337;29/6/2011;101;389,69714;30/12/1989 21:00:00;0;0;21K;7537581,995;727316,123;3;CALCADA;P;1
338;338;29/6/2011;101;389,21655;30/12/1989 21:00:00;0;0;21K;7537894,429;727428,778;2;CALCADA;P;1
339;339;29/6/2011;101;393,54236;30/12/1989 21:00:00;0;0;21K;7538186,209;726986,81;5;CALCADA;P;1
340;340;29/6/2011;101;386,09229;30/12/1989 21:00:00;0;0;21K;7538115,81;726875,352;5;TERRENO;M;2
341;341;29/6/2011;101;387,05359;30/12/1989 21:00:00;0;0;21K;7537927,276;726818,996;6;LIMITEUR;M;2
342;342;29/6/2011;101;387,77454;30/12/1989 21:00:00;0;0;21K;7537931,507;726895,125;2;TERRENO;M;2
343;343;29/6/2011;101;393,54236;30/12/1989 21:00:00;0;0;21K;7538052,244;727212,814;6;CALCADA;M;2
344;344;29/6/2011;101;396,18616;30/12/1989 21:00:00;0;0;21K;7538246,582;727519,863;6;TERRENO;P;1
345;345;29/6/2011;101;396,9071;30/12/1989 21:00:00;0;0;21K;7538003,839;726399,252;2;TERRENO;M;2
346;346;29/6/2011;101;393,54236;30/12/1989 21:00:00;0;0;21K;7538389,019;726540,346;2;CALCADA;P;1
348;348;29/6/2011;101;400,27161;30/12/1989 21:00:00;0;0;21K;7539097,677;727073,462;2;TERRENO;G;3
349;349;29/6/2011;101;400,27161;30/12/1989 21:00:00;0;0;21K;7539391,364;727228,374;1;APP;EG;4
350;350;29/6/2011;101;403,15552;30/12/1989 21:00:00;0;0;21K;7539395,12;726933,361;5;RUA;EG;4
351;351;29/6/2011;101;438,724;30/12/1989 21:00:00;0;0;21K;7541817,936;724346,521;5;TERRENO;M;2
